,text,class
5763,"This is a type of outlet which you would feel that prices are on the medium range but if it is one of the options which you have to try on once in a blue moon with limited available choices,you may go for it with minimum chances of regret.Food they prepared,all the items were excellent,a factor which is required for a sumptous meal",positive
3328,"One of the best place Italian and Mexican vegetarians food is Jalapenos in Kolkata street .. Taste was really superb as it is best place for vegetarian cheese lover ... Kolkata youth is a hard core fan of jalapenos as their taste is same forever ...
I taste here was cheese garlic bread which it is famous for and actually it is ... cheese really melts me and backed jacket potatoes with salsa and cheesy dip a combination definitely made in heaven ... at last in sweets we ordered tutti fruttiii which was enduring for me especially the combo of fruits and ice...",positive
5814,"This place offers 13 varieties of samosas including veg, non veg and most interesting ""DESSERT"" samosas at a very reasonable price. 😋😍

You get 5 pieces of samosa in each plate and it is a must try outlet for the trendiest food buzz in kolkata.😉

My favourites are:-

*Bahubali Samosa👍

*Chicken Keema Samosa👌

*Kadhai Paneer Samosa😍

*Gajar ka Halwa Samosa😄😋

Taste of the samosa filling was very tasty and interesting.",positive
4467,"Couldn't think more than this kinda dhaba and that too with a rooftop near my home! The colourful interiors attracted me much more. Went here with family for my birthday dinner and with tummy full dinner this made my day really amazing! We ordered ""Murg Tangri Biryani"", ""Tandoori Rotis"", ""Patiala Shahi Chicken"", ""Vej Jhalfrezi"" and cold drinks! Both the quantity and the taste of the items were very good. I liked the Chicken dish more. The staffs and the manager were well behaved. Overall very good. Would like to visit again!",positive
3080,"Visited Golden Dragon on Vijaya Dashami evening on a friend's insistence. Despite having a rating of 3.8 on Zomato, my experience at this place was not satisfactory.

We ordered:
Fresh Lime Soda
Spring Chicken Boneless - 8 medium sized pieces, crunchy outside, but not soft enough inside. Did not like it much.
Mixed Gravy Noodles - Quantity was enough for two, but taste was not upto the mark. I've had much better within the same price range elsewhere. Furthermore, they had given only four pieces of prawns in an entire plate of noodles and those too did not seem to be very fresh.
Chilli Roast Pork - I did not taste this one but the ones who did said that it tasted well.

Ambience was average. The washroom side was not very clean. Service was so-so. Waiters seemed reluctant to serve despite the place being empty.
Overall, even though the place is pocket-friendly, given the ample number of good restaurants in the area, I doubt if I would be ever visiting it again.",negative
8739,"It's cheap but not in a good location to sit for. Congested and in a first floor inside a almost dark first floor inside jagubabu bazar. Difficult to find our if you don't know the exact location. Not very clean. Food is in average quality, quantity is also good.
One of the oldest bar in this part of the city. Smoking is permitted. A place to try for obviously with friends.",negative
8211,"Ordered a Jalpan Special thali through Zomato. The portion was good enough for 1, each and every item tasted good and the hot gulab jamun was exceptionally delicious. The packing was neat and price was reasonable.

Recommended!",positive
9207,"Food was delivered after 2 hr.
The fried momo was dry and not at all hot.It was totally burnt and bitter and became a lump when got delivered. The restaurant phn went unanswered when trying to chase them.The delivery boy was totally unprofessional and was lying about the delivery.",negative
8083,oily food,negative
1112,"One of my best place in town to hang out and see the sunset or the sparkling moon.
With a polite manager and the friendly staff the place is cherry on the cake.
the place rocks over the DJ's beat.
The food are delicious as I've tried the tandoori, malai kebabs tried some mocktails(don't remember the name)
Tried there pasta and many other dishes, wasn't disappointed on any of them.
Would surely recommend everyone to give a visit once as you'll fall in love with the evening breeze..
Yea and I forgot to mention about the pool, which is accessible..✌️😍",positive
6057,"A small food joint with a very cute,peaceful ambience and a small outdoor seating..being located on the road side makes this place very easy to find.
Foods they prepare are good and tasty..have a good no of options in menu..quantity and quality both up to the mark.
Fish nudgets was soft and tasty..Chicken steak sizler was good too.We also had darsan with vanilla ice cream, chocolate brownie which was again absolutely yummy.",negative
